Dt,DxAvg,DxMax,DxMin,KSPF0,KSPFSLow,KSPSchur,KSPother,NuCFL,PETSCLogKSPSolve,PETSCLogPCApply,PETSCLogPCSetup,PETSCLogPreSNESFunctionEval,PETSCLogPreSNESJacobianEval,PETSCLogPreSetup,SNESFunctionEval,SNESJacobianEval,SNESSolve,num_cells,num_horizontal_cells,num_processes,order,refinement_level,total_dofs,velocity_pressure_dofs,vertical_layers
4038.542861479238,327027.38591213105,346305.05037184467,307749.7214524174,0.33601018190383913,0.32395734190940856,8.756380528211594,1.063958287239073,4,10.480306339263915,9.695411324501038,0.0,0.45138018727302553,1.3838734865188598,7.982385063171387,0.1955394744873047,5.1087141036987306e-05,10.677577567100524,5120,5120,40,2,4,9205760,7224320,64
