Coriolis,Dt,DxAvg,DxMax,DxMin,KSPF0,KSPFSLow,KSPSchur,KSPother,LidHeight,MeshDegree,NuCFL,PETSCLogKSPSolve,PETSCLogPCApply,PETSCLogPCSetup,PETSCLogPreSNESFunctionEval,PETSCLogPreSNESJacobianEval,PETSCLogPreSetup,Radius,SNESFunctionEval,SNESJacobianEval,SNESSolve,num_cells,num_horizontal_cells,num_processes,order,refinement_level,total_dofs,velocity_pressure_dofs,vertical_layers
False,8077.085722958476,327027.38591213105,346305.05037184467,307749.7214524174,0.31359813213348386,0.30765447616577146,7.957615387439728,0.8810290038585666,80000.0,1,8,9.45989699959755,8.808632242679597,0.0,0.43445405960083006,1.384641605615616,8.01374992132187,6371000.0,0.19407817125320434,5.132555961608887e-05,9.655698961019516,5120,5120,40,2,4,9205760,7224320,64
