Dt,DxAvg,DxMax,DxMin,HybridBreak,HybridFullRecovery,HybridFullSolveTime,HybridInit,HybridKSPOther,HybridProjection,HybridRHS,HybridReconstruction,HybridTraceSolve,HybridUpdate,NuCFL,PETSCLogKSPSolve,PETSCLogPCApply,PETSCLogPCSetup,PETSCLogPreSNESFunctionEval,PETSCLogPreSNESJacobianEval,PETSCLogPreSetup,PreHybridInit,SNESFunctionEval,SNESJacobianEval,SNESSolve,num_cells,num_horizontal_cells,num_processes,order,refinement_level,total_dofs,velocity_pressure_dofs,vertical_layers
505.19502534673234,78041.8196483936,86640.9468469646,69442.6924498226,0.0060954749584198,1.7353716731071471,9.141960436105727,0.0,0.0013391673564910889,0.03737322688102722,1.0932995855808259,1.69799844622612,6.307193702459335,0.0,2,9.14329960346222,9.142080640792846,0.0,1.1951774597167968,0.01032869815826416,24.97129402756691,8.316370993852615,0.5638636231422425,6.621479988098145e-05,9.709601014852524,81920,81920,40,1,6,23756800,18432000,64
