Coriolis,Dt,DxAvg,DxMax,DxMin,HybridBreak,HybridFullRecovery,HybridFullSolveTime,HybridInit,HybridKSPOther,HybridProjection,HybridRHS,HybridReconstruction,HybridTraceSolve,HybridUpdate,LidHeight,MeshDegree,NuCFL,PETSCLogKSPSolve,PETSCLogPCApply,PETSCLogPCSetup,PETSCLogPreSNESFunctionEval,PETSCLogPreSNESJacobianEval,PETSCLogPreSetup,PreHybridInit,Radius,SNESFunctionEval,SNESJacobianEval,SNESSolve,num_cells,num_horizontal_cells,num_processes,order,refinement_level,total_dofs,velocity_pressure_dofs,vertical_layers
False,2525.9751267336615,78041.8196483936,86640.9468469646,69442.6924498226,0.00602768063545227,1.689948320388794,7.168686503171921,0.0,0.0013604581356032597,0.03919538259506226,1.0575795650482178,1.6507529377937318,4.415130937099457,0.0,80000.0,1,10,7.170046961307525,7.168824595212937,0.0,1.1761627554893495,0.010281211137771607,24.266853666305543,8.218753135204315,6371000.0,0.5555070579051972,7.435083389282227e-05,7.728039109706879,81920,81920,40,1,6,23756800,18432000,64
