Coriolis,Dt,DxAvg,DxMax,DxMin,KSPF0,KSPFSLow,KSPSchur,KSPother,LidHeight,MeshDegree,NuCFL,PETSCLogKSPSolve,PETSCLogPCApply,PETSCLogPCSetup,PETSCLogPreSNESFunctionEval,PETSCLogPreSNESJacobianEval,PETSCLogPreSetup,Radius,SNESFunctionEval,SNESJacobianEval,SNESSolve,num_cells,num_horizontal_cells,num_processes,order,refinement_level,total_dofs,velocity_pressure_dofs,vertical_layers
True,252.60875126272364,78044.74517806948,86644.80168311422,69444.68867302475,0.11117393970489502,0.10030935406684875,8.522232133150101,0.33644905090332067,80000.0,2,1,9.070164477825164,8.845514297485352,0.0,4.036988335847854,4.3146826207637785,53.285250729322435,6371000.0,1.9614157497882843,7.950663566589356e-05,11.035968267917633,81920,81920,40,1,6,23756800,18432000,64
