Dt,DxAvg,DxMax,DxMin,KSPF0,KSPFSLow,KSPSchur,KSPother,NuCFL,PETSCLogKSPSolve,PETSCLogPCApply,PETSCLogPCSetup,PETSCLogPreSNESFunctionEval,PETSCLogPreSNESJacobianEval,PETSCLogPreSetup,SNESFunctionEval,SNESJacobianEval,SNESSolve,num_cells,num_horizontal_cells,num_processes,order,refinement_level,total_dofs,velocity_pressure_dofs,vertical_layers
8083.120405547717,78041.8196483936,86640.9468469646,69442.6924498226,0.1541396677494049,0.14265719652175904,89.00210443735122,0.5731401085853634,32,89.87204141020774,89.4617745578289,0.0,1.1944606959819795,1.8278581261634828,55.84033404588699,0.5888127088546753,5.6302547454833986e-05,90.46503759026527,81920,81920,40,1,6,23756800,18432000,64
