Coriolis,Dt,DxAvg,DxMax,DxMin,KSPF0,KSPFSLow,KSPSchur,KSPother,LidHeight,MeshDegree,NuCFL,PETSCLogKSPSolve,PETSCLogPCApply,PETSCLogPCSetup,PETSCLogPreSNESFunctionEval,PETSCLogPreSNESJacobianEval,PETSCLogPreSetup,Radius,SNESFunctionEval,SNESJacobianEval,SNESSolve,num_cells,num_horizontal_cells,num_processes,order,refinement_level,total_dofs,velocity_pressure_dofs,vertical_layers
False,4041.5602027738587,78041.8196483936,86640.9468469646,69442.6924498226,0.11057825088500976,0.10631762146949768,18.485755807161333,0.33989681005477834,80000.0,1,16,19.042548489570617,18.81260861158371,0.0,1.2349080979824065,1.665168470144272,56.18331243395805,6371000.0,0.5540032804012298,7.370710372924804e-05,19.600731486082076,81920,81920,40,1,6,23756800,18432000,64
