Dt,DxAvg,DxMax,DxMin,KSPF0,KSPFSLow,KSPSchur,KSPother,NuCFL,PETSCLogKSPSolve,PETSCLogPCApply,PETSCLogPCSetup,PETSCLogPreSNESFunctionEval,PETSCLogPreSNESJacobianEval,PETSCLogPreSetup,SNESFunctionEval,SNESJacobianEval,SNESSolve,num_cells,num_horizontal_cells,num_processes,order,refinement_level,total_dofs,velocity_pressure_dofs,vertical_layers
16166.240811095435,78041.8196483936,86640.9468469646,69442.6924498226,0.19676336646080017,0.19148800969123841,112.4265964448452,0.7100441217422429,64,113.52489194273949,113.02236217260361,0.0,1.2002579271793365,1.9197848796844483,52.71546385288239,0.5656087756156921,7.213950157165527e-05,114.09468262791634,81920,81920,40,1,6,23756800,18432000,64
