Coriolis,Dt,DxAvg,DxMax,DxMin,HybridBreak,HybridFullRecovery,HybridFullSolveTime,HybridInit,HybridKSPOther,HybridProjection,HybridRHS,HybridReconstruction,HybridTraceSolve,HybridUpdate,LidHeight,MeshDegree,NuCFL,PETSCLogKSPSolve,PETSCLogPCApply,PETSCLogPCSetup,PETSCLogPreSNESFunctionEval,PETSCLogPreSNESJacobianEval,PETSCLogPreSetup,PreHybridInit,Radius,SNESFunctionEval,SNESJacobianEval,SNESSolve,num_cells,num_horizontal_cells,num_processes,order,refinement_level,total_dofs,velocity_pressure_dofs,vertical_layers
True,2020.7079111084568,327237.17067021516,346551.40675510035,307922.9345853299,0.0013729095458984374,2.5969904601573943,6.900656306743622,0.0,0.000402760505675559,0.1524227261543274,1.5975675344467164,2.444567734003067,2.7047254025936125,0.0,80000.0,2,2,6.901059067249298,6.900728511810303,0.0,0.9944885969161987,0.0035345971584320067,18.025247544050217,7.869052708148956,6371000.0,0.5019470393657685,3.503561019897461e-05,7.403866422176361,5120,5120,40,2,4,9205760,7224320,64
