Coriolis,Dt,DxAvg,DxMax,DxMin,HybridBreak,HybridFullRecovery,HybridFullSolveTime,HybridInit,HybridKSPOther,HybridProjection,HybridRHS,HybridReconstruction,HybridTraceSolve,HybridUpdate,LidHeight,MeshDegree,NuCFL,PETSCLogKSPSolve,PETSCLogPCApply,PETSCLogPCSetup,PETSCLogPreSNESFunctionEval,PETSCLogPreSNESJacobianEval,PETSCLogPreSetup,PreHybridInit,Radius,SNESFunctionEval,SNESJacobianEval,SNESSolve,num_cells,num_horizontal_cells,num_processes,order,refinement_level,total_dofs,velocity_pressure_dofs,vertical_layers
True,8082.831644433827,327237.17067021516,346551.40675510035,307922.9345853299,0.001314067840576172,2.647325891256332,6.890708553791046,0.0,0.0003955960273742676,0.16025449633598327,1.5869533121585846,2.487071394920349,2.655115282535553,0.0,80000.0,2,8,6.89110414981842,6.890781199932098,0.0,1.050563532114029,0.003505814075469971,17.94876953959465,7.810031288862229,6371000.0,0.5016199231147767,3.34322452545166e-05,7.393435448408127,5120,5120,40,2,4,9205760,7224320,64
