Coriolis,Dt,DxAvg,DxMax,DxMin,KSPF0,KSPFSLow,KSPSchur,KSPother,LidHeight,MeshDegree,NuCFL,PETSCLogKSPSolve,PETSCLogPCApply,PETSCLogPCSetup,PETSCLogPreSNESFunctionEval,PETSCLogPreSNESJacobianEval,PETSCLogPreSetup,Radius,SNESFunctionEval,SNESJacobianEval,SNESSolve,num_cells,num_horizontal_cells,num_processes,order,refinement_level,total_dofs,velocity_pressure_dofs,vertical_layers
False,8083.120405547717,78041.8196483936,86640.9468469646,69442.6924498226,0.15335757732391359,0.14888432025909423,4.350549679994583,0.5047663629055013,80000.0,1,32,5.157557940483093,4.80274668931961,0.0,1.2791908442974091,1.6615605533123017,53.40098095536232,6371000.0,0.5555813908576965,7.387995719909668e-05,5.717416322231292,81920,81920,40,1,6,23756800,18432000,64
