Dt,DxAvg,DxMax,DxMin,KSPF0,KSPFSLow,KSPSchur,KSPother,NuCFL,PETSCLogKSPSolve,PETSCLogPCApply,PETSCLogPCSetup,PETSCLogPreSNESFunctionEval,PETSCLogPreSNESJacobianEval,PETSCLogPreSetup,SNESFunctionEval,SNESJacobianEval,SNESSolve,num_cells,num_horizontal_cells,num_processes,order,refinement_level,total_dofs,velocity_pressure_dofs,vertical_layers
505.19502534673234,78041.8196483936,86640.9468469646,69442.6924498226,0.17626832127571107,0.17317492961883546,5.595693731307984,0.5887073814868922,2,6.533844363689423,6.116929322481155,0.0,1.162437266111374,1.7852431237697601,51.662340289354326,0.5641042411327362,7.579922676086426e-05,7.102228248119355,81920,81920,40,1,6,23756800,18432000,64
