Coriolis,Dt,DxAvg,DxMax,DxMin,KSPF0,KSPFSLow,KSPSchur,KSPother,LidHeight,MeshDegree,NuCFL,PETSCLogKSPSolve,PETSCLogPCApply,PETSCLogPCSetup,PETSCLogPreSNESFunctionEval,PETSCLogPreSNESJacobianEval,PETSCLogPreSetup,Radius,SNESFunctionEval,SNESJacobianEval,SNESSolve,num_cells,num_horizontal_cells,num_processes,order,refinement_level,total_dofs,velocity_pressure_dofs,vertical_layers
True,16165.663288867654,327237.17067021516,346551.40675510035,307922.9345853299,0.19803458452224731,0.17687979340553284,62.80982909202576,0.6044620990753131,80000.0,2,16,63.78920556902885,63.330343157052994,0.0,1.0139993131160736,2.269255483150482,7.980529046058654,6371000.0,0.5021371960639953,3.864169120788574e-05,64.29296900033951,5120,5120,40,2,4,9205760,7224320,64
