Coriolis,Dt,DxAvg,DxMax,DxMin,KSPF0,KSPFSLow,KSPSchur,KSPother,LidHeight,MeshDegree,NuCFL,PETSCLogKSPSolve,PETSCLogPCApply,PETSCLogPCSetup,PETSCLogPreSNESFunctionEval,PETSCLogPreSNESJacobianEval,PETSCLogPreSetup,Radius,SNESFunctionEval,SNESJacobianEval,SNESSolve,num_cells,num_horizontal_cells,num_processes,order,refinement_level,total_dofs,velocity_pressure_dofs,vertical_layers
False,24231.25716887543,327027.38591213105,346305.05037184467,307749.7214524174,0.3465981185436249,0.3353656828403473,64.60988301634788,0.9829674601554927,80000.0,1,24,66.27481427788734,65.53494181632996,0.0,0.4360787868499756,1.3849518060684205,8.153843075037003,6371000.0,0.1940231740474701,4.925131797790527e-05,66.47045297622681,5120,5120,40,2,4,9205760,7224320,64
