Dt,DxAvg,DxMax,DxMin,KSPF0,KSPFSLow,KSPSchur,KSPother,NuCFL,PETSCLogKSPSolve,PETSCLogPCApply,PETSCLogPCSetup,PETSCLogPreSNESFunctionEval,PETSCLogPreSNESJacobianEval,PETSCLogPreSetup,SNESFunctionEval,SNESJacobianEval,SNESSolve,num_cells,num_horizontal_cells,num_processes,order,refinement_level,total_dofs,velocity_pressure_dofs,vertical_layers
8077.085722958476,327027.38591213105,346305.05037184467,307749.7214524174,0.2721863269805908,0.2608440637588501,99.71893451213836,0.7843926131725425,8,101.03635751605034,100.44647850394249,0.0,0.4380897283554077,1.3937327802181243,8.327375173568726,0.19558550119400026,6.048083305358887e-05,101.23353518247605,5120,5120,40,2,4,9205760,7224320,64
