Coriolis,Dt,DxAvg,DxMax,DxMin,HybridBreak,HybridFullRecovery,HybridFullSolveTime,HybridInit,HybridKSPOther,HybridProjection,HybridRHS,HybridReconstruction,HybridTraceSolve,HybridUpdate,LidHeight,MeshDegree,NuCFL,PETSCLogKSPSolve,PETSCLogPCApply,PETSCLogPCSetup,PETSCLogPreSNESFunctionEval,PETSCLogPreSNESJacobianEval,PETSCLogPreSetup,PreHybridInit,Radius,SNESFunctionEval,SNESJacobianEval,SNESSolve,num_cells,num_horizontal_cells,num_processes,order,refinement_level,total_dofs,velocity_pressure_dofs,vertical_layers
False,1009.6357153698095,327027.38591213105,346305.05037184467,307749.7214524174,0.001478099822998047,1.662266379594803,4.519171631336212,0.0,0.0004044413566592908,0.10284582376480103,1.088366287946701,1.5594205558300018,1.7670608639717102,0.0,80000.0,1,1,4.519576072692871,4.519244313240051,0.0,0.4643164038658142,0.003479093313217163,43.323805809020996,33.25103774666786,6371000.0,0.19293190836906432,3.457069396972656e-05,4.713353848457336,5120,5120,40,2,4,9205760,7224320,64
