Dt,DxAvg,DxMax,DxMin,HybridBreak,HybridFullRecovery,HybridFullSolveTime,HybridInit,HybridKSPOther,HybridProjection,HybridRHS,HybridReconstruction,HybridTraceSolve,HybridUpdate,NuCFL,PETSCLogKSPSolve,PETSCLogPCApply,PETSCLogPCSetup,PETSCLogPreSNESFunctionEval,PETSCLogPreSNESJacobianEval,PETSCLogPreSetup,PreHybridInit,SNESFunctionEval,SNESJacobianEval,SNESSolve,num_cells,num_horizontal_cells,num_processes,order,refinement_level,total_dofs,velocity_pressure_dofs,vertical_layers
16154.171445916953,327027.38591213105,346305.05037184467,307749.7214524174,0.001427382230758667,1.654467099905014,9.91147177219391,0.0,0.0004348337650288414,0.10578885078430175,1.0810339629650116,1.5486782491207123,7.174543327093124,0.0,16,9.911906605958938,9.911563491821289,0.0,0.4408776223659515,0.0037531375885009764,16.866571468114852,6.765983885526657,0.194931960105896,3.601312637329102e-05,10.10769459605217,5120,5120,40,2,4,9205760,7224320,64
