Coriolis,Dt,DxAvg,DxMax,DxMin,HybridBreak,HybridFullRecovery,HybridFullSolveTime,HybridInit,HybridKSPOther,HybridProjection,HybridRHS,HybridReconstruction,HybridTraceSolve,HybridUpdate,LidHeight,MeshDegree,NuCFL,PETSCLogKSPSolve,PETSCLogPCApply,PETSCLogPCSetup,PETSCLogPreSNESFunctionEval,PETSCLogPreSNESJacobianEval,PETSCLogPreSetup,PreHybridInit,Radius,SNESFunctionEval,SNESJacobianEval,SNESSolve,num_cells,num_horizontal_cells,num_processes,order,refinement_level,total_dofs,velocity_pressure_dofs,vertical_layers
True,8083.480040407157,78044.74517806948,86644.80168311422,69444.68867302475,0.003684133291244507,4.3390642464160925,11.026986181735992,0.0,0.0009660124778747559,0.0518429696559906,2.585471785068512,4.287221276760102,4.098766016960144,0.0,80000.0,2,32,11.027952194213867,11.027082365751266,0.0,4.030943673849106,0.008952587842941284,27.344327729940414,10.960885518789292,6371000.0,1.9553252100944518,4.607439041137695e-05,12.985620182752609,81920,81920,40,1,6,23756800,18432000,64
